formatted_date,high,low,open,close,volume,adjclose,rsi,d_return,volume_change,r_lag1,r_lag2,r_lag3,r_lag4,r_lag5,v_lag1,v_lag2,v_lag3,v_lag4,v_lag5,trend
2017-01-11,2275.320068359375,2260.830078125,2268.60009765625,2275.320068359375,3625080000,2275.320068359375,55.349648420757816,0.0028296382793233654,-0.004252093084580411,0.0,-0.0035485942758867184,0.0035169592193697863,-0.0007706704833204681,0.005722273788525856,0.1307035061946189,-0.03660893814630406,-0.11703847739017403,0.004295694488297697,-0.001091966361075114,1
2017-01-12,2271.780029296875,2254.25,2271.139892578125,2270.43994140625,3466220000,2270.43994140625,69.41226462151792,-0.0021448089967596173,-0.04382248115903653,0.0028296382793233654,0.0,-0.0035485942758867184,0.0035169592193697863,-0.0007706704833204681,-0.004252093084580411,0.1307035061946189,-0.03660893814630406,-0.11703847739017403,0.004295694488297697,0
2017-01-13,2278.679931640625,2271.510009765625,2272.739990234375,2274.639892578125,3090680000,2274.639892578125,76.42804446089303,0.0018498402425362048,-0.10834280570765853,-0.0021448089967596173,0.0028296382793233654,0.0,-0.0035485942758867184,0.0035169592193697863,-0.04382248115903653,-0.004252093084580411,0.1307035061946189,-0.03660893814630406,-0.11703847739017403,1
2017-01-17,2272.080078125,2262.81005859375,2269.139892578125,2267.889892578125,3586950000,2267.889892578125,43.08030288482376,-0.0029675026899970147,0.16056984223536563,0.0018498402425362048,-0.0021448089967596173,0.0028296382793233654,0.0,-0.0035485942758867184,-0.10834280570765853,-0.04382248115903653,-0.004252093084580411,0.1307035061946189,-0.03660893814630406,0
2017-01-18,2272.010009765625,2263.35009765625,2269.139892578125,2271.889892578125,3317670000,2271.889892578125,43.08030288482375,0.0017637540575008437,-0.0750721364947936,-0.0029675026899970147,0.0018498402425362048,-0.0021448089967596173,0.0028296382793233654,0.0,0.16056984223536563,-0.10834280570765853,-0.04382248115903653,-0.004252093084580411,0.1307035061946189,1
2017-01-19,2274.330078125,2258.409912109375,2271.89990234375,2263.68994140625,3168390000,2263.68994140625,67.52362023177935,-0.003609308355419394,-0.04499543354221491,0.0017637540575008437,-0.0029675026899970147,0.0018498402425362048,-0.0021448089967596173,0.0028296382793233654,-0.0750721364947936,0.16056984223536563,-0.10834280570765853,-0.04382248115903653,-0.004252093084580411,0
2017-01-20,2276.9599609375,2265.010009765625,2269.9599609375,2271.31005859375,3536850000,2271.31005859375,46.47958365155101,0.003366237154707852,0.11629250187003493,-0.003609308355419394,0.0017637540575008437,-0.0029675026899970147,0.0018498402425362048,-0.0021448089967596173,-0.04499543354221491,-0.0750721364947936,0.16056984223536563,-0.10834280570765853,-0.04382248115903653,1
2017-01-23,2271.780029296875,2257.02001953125,2267.780029296875,2265.199951171875,3155240000,2265.199951171875,30.472144254111043,-0.002690124758069401,-0.10789544368576554,0.003366237154707852,-0.003609308355419394,0.0017637540575008437,-0.0029675026899970147,0.0018498402425362048,0.11629250187003493,-0.04499543354221491,-0.0750721364947936,0.16056984223536563,-0.10834280570765853,0
2017-01-24,2284.6298828125,2266.679931640625,2267.8798828125,2280.070068359375,3816950000,2280.070068359375,32.079356284412356,0.006564593637664151,0.20971780276619212,-0.002690124758069401,0.003366237154707852,-0.003609308355419394,0.0017637540575008437,-0.0029675026899970147,-0.10789544368576554,0.11629250187003493,-0.04499543354221491,-0.0750721364947936,0.16056984223536563,1
2017-01-25,2299.550048828125,2288.8798828125,2288.8798828125,2298.3701171875,3849340000,2298.3701171875,91.80914154605354,0.008026090549617448,0.008485832929433279,0.006564593637664151,-0.002690124758069401,0.003366237154707852,-0.003609308355419394,0.0017637540575008437,0.20971780276619212,-0.10789544368576554,0.11629250187003493,-0.04499543354221491,-0.0750721364947936,1
